Timestamp,CPU Package Temperature (C),CPU Power Consumption (W),Humidity (%)
2024-11-14 15:34:37,57.25,1.56,20.0
2024-11-14 15:34:38,58.625,2.17,20.0
2024-11-14 15:34:40,59.5,1.26,20.0
2024-11-14 15:34:41,59.125,1.06,20.0
2024-11-14 15:34:42,58.875,1.38,20.0
2024-11-14 15:34:43,58.625,1.06,20.0
2024-11-14 15:34:45,58.0,1.07,20.0
2024-11-14 15:34:46,57.875,1.15,20.0
2024-11-14 15:34:47,57.75,1.3,20.0
2024-11-14 15:34:49,57.25,1.02,20.0
2024-11-14 15:34:50,57.625,1.52,20.0
2024-11-14 15:34:51,57.375,0.97,20.0
2024-11-14 15:34:53,57.0,0.88,20.0
2024-11-14 15:34:54,57.0,0.94,20.0
2024-11-14 15:34:55,57.625,1.2,20.0
2024-11-14 15:34:57,58.5,1.22,20.0
2024-11-14 15:34:58,58.75,1.42,20.0
2024-11-14 15:34:59,58.75,1.13,20.0
2024-11-14 15:35:00,59.0,1.49,20.0
2024-11-14 15:35:02,58.875,1.24,20.0
2024-11-14 15:35:03,58.75,1.21,20.0
2024-11-14 15:35:04,58.75,1.09,20.0
2024-11-14 15:35:06,58.125,1.01,20.0
2024-11-14 15:35:07,58.0,0.85,20.0
2024-11-14 15:35:08,57.875,1.09,20.0
2024-11-14 15:35:10,57.5,0.64,20.0
2024-11-14 15:35:11,57.375,0.9,20.0
2024-11-14 15:35:12,57.375,0.91,20.0
2024-11-14 15:35:13,57.375,0.87,20.0
2024-11-14 15:35:15,57.25,1.08,20.0
2024-11-14 15:35:16,57.5,1.15,20.0
2024-11-14 15:35:17,57.5,1.11,20.0
2024-11-14 15:35:19,57.375,0.91,20.0
2024-11-14 15:35:20,57.625,1.07,20.0
2024-11-14 15:35:21,57.625,1.03,20.0
